,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,50,entropy,0.6158387382929033,0.12941318705728566,0.15801144468373265
1,200,gini,0.6066972860640508,0.10214580301942469,0.5516299954776106
2,50,gini,0.6050642534078459,0.10152141924003796,0.13680874068161536
3,300,gini,0.6015779373592085,0.12321314048149164,0.8489788811782311
4,300,log_loss,0.6001805551599265,0.10375993188956471,1.1170812968550057
5,200,gini,0.5981218080592245,0.10754723841176068,0.5657651177768049
6,50,log_loss,0.595360383025645,0.08653951301303268,0.1616472786870496
7,300,entropy,0.5943768216487072,0.1122407506405254,1.0454220278509732
8,300,log_loss,0.5941784161256823,0.12905391836286714,1.1281318828977387
9,300,gini,0.5934360295446346,0.09719448801632498,0.846411524147823
10,200,entropy,0.5928051008436468,0.09276052725607214,0.6750036272509344
11,300,log_loss,0.5874192013473504,0.11041545600961851,1.373073906734072
12,50,entropy,0.5871527936163837,0.07747417753475934,0.15835450435506887
13,200,log_loss,0.5866811372952618,0.1252499890326971,0.6441081721207191
14,200,log_loss,0.5846065631756995,0.09385188716731264,0.6378547487587765
